1000023,Eruption  Nyiragongo,VO,-1.52,29.25,2021:05:23 00:00:00,2021:06:04 00:00:00,Red,3,2.5,Democratic Republic of Congo
1000012,Eruption  Taal,VO,14.002,120.993,2021:02:19 00:00:00,2021:07:08 00:00:00,Orange,2,1.5,Philippines
1000023,Eruption  Nyiragongo,VO,-1.52,29.25,2021:05:23 00:00:00,2021:06:04 00:00:00,Red,3,2.5,Democratic Republic of Congo
1000012,Eruption  Taal,VO,14.002,120.993,2021:02:19 00:00:00,2021:07:08 00:00:00,Orange,2,1.5,Philippines
1000031,Eruption  La Palma,VO,28.57,-17.83,2021:09:19 00:00:00,2021:12:15 00:00:00,Orange,2,1.5,Spain
1000031,Eruption  La Palma,VO,28.57,-17.83,2021:09:19 00:00:00,2021:12:15 00:00:00,Orange,2,1.5,Spain
1000031,Eruption  La Palma,VO,28.57,-17.83,2021:09:19 00:00:00,2021:12:15 00:00:00,Orange,2,1.5,Spain
1000036,Eruption  Hunga Tonga-Hunga Ha apai,VO,-20.536,-175.382,2021:12:20 00:00:00,2022:01:18 00:00:00,Red,3,2.5,Tonga
1000031,Eruption  La Palma,VO,28.57,-17.83,2021:09:19 00:00:00,2021:12:15 00:00:00,Orange,2,1.5,Spain
1000036,Eruption  Hunga Tonga-Hunga Ha apai,VO,-20.536,-175.382,2021:12:20 00:00:00,2022:01:18 00:00:00,Red,3,2.5,Tonga
1000057,Eruption  Semeru,VO,-8.108,112.922,2022:12:04 03:05:00,2022:12:07 06:50:00,Orange,2,1.5,Indonesia
1100103,Flood in India,FL,16.1998058,77.3440831,2019:06:25 00:00:00,2019:08:04 00:00:00,Orange,2,1.5,India
1100137,Flood in China,FL,23.7331,108.823,2019:06:05 00:00:00,2019:06:05 00:00:00,Orange,2,1.5,China
1100113,Flood in China,FL,30.66919595,104.121886,2019:07:31 00:00:00,2019:08:20 00:00:00,Red,3,0.5,China
1100104,Flood in Myanmar,FL,16.8221824,96.34755033,2019:07:14 00:00:00,2019:08:06 00:00:00,Orange,2,1.5,Myanmar
1100103,Flood in India,FL,16.1998058,77.3440831,2019:06:25 00:00:00,2019:08:04 00:00:00,Orange,2,1.5,India
1100102,Flood in Pakistan,FL,33.681074,70.32389,2019:07:14 13:00:00,2019:07:29 00:00:00,Orange,2,0.5,Pakistan
1100100,Flood in Nepal,FL,27.94472305,84.14945317,2019:07:08 15:00:00,2019:07:25 15:00:00,Orange,2,0.5,Nepal
1100101,Flood in Bangladesh,FL,24.4768783,90.2932426,2019:07:08 13:00:00,2019:07:23 13:00:00,Orange,2,1.5,Bangladesh
1100185,"Flood in British Virgin Islands, The Bahamas",FL,26.70673275,-78.87208856,2019:08:28 00:00:00,2019:08:28 00:00:00,Red,3,2.5,"British Virgin Islands, The Bahamas"
1100113,Flood in China,FL,30.66919595,104.121886,2019:07:31 00:00:00,2019:08:20 00:00:00,Red,3,0.5,China
1100129,Flood in India,FL,19.3893451,85.0520085,2019:08:06 00:00:00,2019:08:06 00:00:00,Orange,2,0.5,India
1100104,Flood in Myanmar,FL,16.8221824,96.34755033,2019:07:14 00:00:00,2019:08:06 00:00:00,Orange,2,1.5,Myanmar
1100103,Flood in India,FL,16.1998058,77.3440831,2019:06:25 00:00:00,2019:08:04 00:00:00,Orange,2,1.5,India
1100229,Flood in South Sudan,FL,9.9656487,33.8079669,2019:10:01 00:00:00,2019:10:29 07:00:00,Orange,2,1.5,South Sudan
1100247,Flood in Nigeria,FL,12.1942921,14.3676352,2019:10:23 00:00:00,2019:11:07 00:00:00,Orange,2,1.5,Nigeria
1100229,Flood in South Sudan,FL,9.9656487,33.8079669,2019:10:01 00:00:00,2019:10:29 07:00:00,Orange,2,1.5,South Sudan
1100240,Flood in Somalia,FL,7.98751735,49.68734863,2019:10:20 00:00:00,2019:10:20 00:00:00,Orange,2,1.5,Somalia
1100281,Flood in Japan,FL,35.676216,139.6501093,2019:10:11 00:00:00,2019:10:17 00:00:00,Orange,2,1.5,Japan
1100273,"Flood in Bangladesh, India",FL,22.7009953,90.3538345,2019:11:09 00:00:00,2019:11:12 00:00:00,Red,3,2.5,"Bangladesh, India"
1100247,Flood in Nigeria,FL,12.1942921,14.3676352,2019:10:23 00:00:00,2019:11:07 00:00:00,Orange,2,1.5,Nigeria
1100316,Flood in Indonesia,FL,-0.5023218,117.1228641,2019:12:31 13:00:00,2020:01:10 00:00:00,Orange,2,0.5,Indonesia
1100284,Flood in Philippines,FL,17.4136195,121.4440137,2019:12:02 00:00:00,2019:12:05 00:00:00,Orange,2,1.5,Philippines
1100302,Flood in Uganda,FL,0.9221019,33.9505933,2019:12:03 00:00:00,2019:12:03 00:00:00,Orange,2,1.5,Uganda
1100316,Flood in Indonesia,FL,-0.5023218,117.1228641,2019:12:31 13:00:00,2020:01:10 00:00:00,Orange,2,0.5,Indonesia
1100459,Flood in Uganda,FL,1.35166485,34.56358069,2020:05:01 00:00:00,2020:05:09 00:00:00,Orange,2,0.5,Uganda
1100433,Flood in Kenya,FL,2.76556575,35.59772282,2020:04:18 00:00:00,2020:04:29 00:00:00,Orange,2,1.5,Kenya
1100450,Flood in Somalia,FL,0.515005,42.0756619,2020:04:20 00:00:00,2020:04:20 00:00:00,Orange,2,0.5,Somalia
1100479,Flood in Somalia,FL,2.042778,45.338564,2020:05:21 14:00:00,2020:05:29 14:00:00,Orange,2,1.5,Somalia
1100470,Flood in Philippines,FL,11.4998863,125.5004872,2020:05:14 00:00:00,2020:05:14 00:00:00,Orange,2,1.5,Philippines
1100459,Flood in Uganda,FL,1.35166485,34.56358069,2020:05:01 00:00:00,2020:05:09 00:00:00,Orange,2,0.5,Uganda
1100514,Flood in China,FL,27.6120038,111.8402691,2020:06:21 00:00:00,2020:06:25 00:00:00,Orange,2,2.5,China
1100574,Flood in South Sudan,FL,6.2124362,31.5640276,2020:07:28 00:00:00,2020:08:12 00:00:00,Orange,2,1.5,South Sudan
1100524,Flood in Myanmar,FL,25.6146635,96.2977356,2020:07:02 00:00:00,2020:07:03 00:00:00,Orange,2,1.5,Myanmar
1100574,Flood in South Sudan,FL,6.2124362,31.5640276,2020:07:28 00:00:00,2020:08:12 00:00:00,Orange,2,1.5,South Sudan
1100581,Flood in China,FL,30.5750782,104.0662085,2020:08:11 00:00:00,2020:08:11 00:00:00,Orange,2,2.5,China
1100659,Flood in Philippines,FL,13.5355307,123.3549941,2020:11:01 00:00:00,2020:11:01 00:00:00,Orange,2,1.5,Philippines
1100655,Flood in Philippines,FL,18.2489463,121.8801489,2020:10:20 00:00:00,2020:10:20 00:00:00,Orange,2,0.5,Philippines
1100641,Flood in Nigeria,FL,12.467464,8.86498,2020:10:06 00:00:00,2020:10:06 00:00:00,Orange,2,0.5,Nigeria
1100669,"Flood in Costa Rica, Guatemala, Honduras, Jamaica, Mexico, Nicaragua, Panama, Trinidad and Tobago, United States",FL,13.7573449,-84.7503401,2020:11:03 00:00:00,2020:11:13 00:00:00,Orange,2,1.5,"Costa Rica, Guatemala, Honduras, Jamaica, Mexico, Nicaragua, Panama, Trinidad and Tobago, United States"
1100672,Flood in Philippines,FL,14.60894635,121.0222262,2020:11:11 00:00:00,2020:11:11 00:00:00,Orange,2,2.5,Philippines
1100659,Flood in Philippines,FL,13.5355307,123.3549941,2020:11:01 00:00:00,2020:11:01 00:00:00,Orange,2,1.5,Philippines
1100696,Flood in India,FL,11.1016545,79.6524587,2020:12:02 00:00:00,2020:12:08 00:00:00,Orange,2,1.5,India
1100745,"Flood in Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe",FL,-14.9061192,50.2780918,2021:01:19 00:00:00,2021:01:31 00:00:00,Orange,2,1.5,"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe"
1100755,Flood in India,FL,30.2981965,79.5672149,2021:02:07 00:00:00,2021:02:07 00:00:00,Orange,2,1.5,India
1100810,Flood in Indonesia,FL,-8.5151979,125.8375756,2021:04:03 01:00:00,2021:04:10 01:00:00,Orange,2,1.5,Indonesia
1100902,"Flood in Bangladesh, India",FL,23.4559809,85.2557301,2021:05:24 01:00:00,2021:05:31 01:00:00,Red,3,2.5,"Bangladesh, India"
1100883,Flood in India,FL,10.8132489,73.68046209,2021:05:11 01:00:00,2021:05:17 01:00:00,Orange,2,1.5,India
1100932,Flood in China,FL,37.870009,112.5452739,2021:06:20 01:00:00,2021:07:30 01:00:00,Red,3,0.5,China
1100977,Flood in India,FL,31.23957275,77.71979337,2021:07:24 01:00:00,2021:10:01 01:00:00,Red,3,0.5,India
1101010,Flood in Afghanistan,FL,35.483273,71.314533,2021:07:28 01:00:00,2021:07:31 01:00:00,Orange,2,0.5,Afghanistan
1100932,Flood in China,FL,37.870009,112.5452739,2021:06:20 01:00:00,2021:07:30 01:00:00,Red,3,0.5,China
1100957,Flood in Belgium,FL,50.2591576,4.9130624,2021:07:14 01:00:00,2021:07:16 01:00:00,Orange,2,1.5,Belgium
1100958,Flood in Germany,FL,51.4789205,7.5543751,2021:07:13 01:00:00,2021:07:15 01:00:00,Orange,2,1.5,Germany
1100977,Flood in India,FL,31.23957275,77.71979337,2021:07:24 01:00:00,2021:10:01 01:00:00,Red,3,0.5,India
1101029,Flood in China,FL,29.5647398,106.5478767,2021:08:07 01:00:00,2021:08:26 01:00:00,Orange,2,1.5,China
1101031,Flood in Turkey,FL,41.8314871,34.59541383,2021:08:10 01:00:00,2021:08:12 01:00:00,Orange,2,0.5,Turkey
1101109,Flood in China,FL,37,112,2021:09:24 01:00:00,2021:10:08 01:00:00,Orange,2,2.5,China
1100977,Flood in India,FL,31.23957275,77.71979337,2021:07:24 01:00:00,2021:10:01 01:00:00,Red,3,0.5,India
1101085,"Flood in China, Philippines, Taiwan",FL,17.6739801,121.8847406,2021:09:06 01:00:00,2021:09:13 01:00:00,Orange,2,0.5,"China, Philippines, Taiwan"
1101125,Flood in India,FL,30.0417376,79.089691,2021:10:12 01:00:00,2021:10:19 01:00:00,Orange,2,0.5,India
1101132,Flood in Nepal,FL,28.1083929,84.0917139,2021:10:16 01:00:00,2021:10:18 01:00:00,Orange,2,0.5,Nepal
1101109,Flood in China,FL,37,112,2021:09:24 01:00:00,2021:10:08 01:00:00,Orange,2,2.5,China
1100977,Flood in India,FL,31.23957275,77.71979337,2021:07:24 01:00:00,2021:10:01 01:00:00,Red,3,0.5,India
1101205,Flood in Brazil,FL,-18.5264844,-44.1588654,2021:11:08 01:00:00,2022:01:08 01:00:00,Orange,2,1.5,Brazil
1101164,Flood in India,FL,15.9240905,80.1863809,2021:11:14 01:00:00,2021:11:18 01:00:00,Orange,2,1.5,India
1101205,Flood in Brazil,FL,-18.5264844,-44.1588654,2021:11:08 01:00:00,2022:01:08 01:00:00,Orange,2,1.5,Brazil
1101219,Flood in Malaysia,FL,4.812181,100.9797908,2021:12:17 01:00:00,2021:12:19 01:00:00,Orange,2,1.5,Malaysia
1101281,"Flood in France, Madagascar, Mauritius",FL,-18.8040639,47.2271831,2022:02:01 01:00:00,2022:02:09 13:30:00,Orange,2,1.5,"France, Madagascar, Mauritius"
1101205,Flood in Brazil,FL,-18.5264844,-44.1588654,2021:11:08 01:00:00,2022:01:08 01:00:00,Orange,2,1.5,Brazil
1101281,"Flood in France, Madagascar, Mauritius",FL,-18.8040639,47.2271831,2022:02:01 01:00:00,2022:02:09 13:30:00,Orange,2,1.5,"France, Madagascar, Mauritius"
1101349,Flood in Philippines,FL,8.40067265,124.709989,2022:04:03 01:00:00,2022:04:11 01:00:00,Orange,2,1.5,Philippines
1101354,Flood in South Africa,FL,-29.861825,31.009909,2022:04:09 01:00:00,2022:04:11 01:00:00,Orange,2,1.5,South Africa
1101446,Flood in China,FL,23.746777,114.6954482,2022:05:26 01:00:00,2022:06:14 01:00:00,Orange,2,1.5,China
1101433,Flood in Brazil,FL,-7.076073,-36.0604474,2022:05:23 01:00:00,2022:05:26 01:00:00,Orange,2,0.5,Brazil
1101522,Flood in Pakistan,FL,35.9999972,75.0000023,2022:06:14 01:00:00,2022:08:31 01:00:00,Red,3,2.5,Pakistan
1101446,Flood in China,FL,23.746777,114.6954482,2022:05:26 01:00:00,2022:06:14 01:00:00,Orange,2,1.5,China
1101733,Flood in Ethiopia,FL,8.2503656,34.5877344,2022:08:01 01:00:00,2022:11:08 01:00:00,Orange,2,1.5,Ethiopia
1101522,Flood in Pakistan,FL,35.9999972,75.0000023,2022:06:14 01:00:00,2022:08:31 01:00:00,Red,3,2.5,Pakistan
1101733,Flood in Ethiopia,FL,8.2503656,34.5877344,2022:08:01 01:00:00,2022:11:08 01:00:00,Orange,2,1.5,Ethiopia
1101620,Flood in Nigeria,FL,8.7281693,5.7576249,2022:08:27 01:00:00,2022:09:03 01:00:00,Orange,2,1.5,Nigeria
1101522,Flood in Pakistan,FL,35.9999972,75.0000023,2022:06:14 01:00:00,2022:08:31 01:00:00,Red,3,2.5,Pakistan
1101588,Flood in India,FL,27.1303344,80.859666,2022:08:11 01:00:00,2022:08:28 01:00:00,Orange,2,1.5,India
1101571,Flood in Japan,FL,34.9332488,138.0955398,2022:08:03 01:00:00,2022:08:15 01:00:00,Orange,2,1.5,Japan
1101733,Flood in Ethiopia,FL,8.2503656,34.5877344,2022:08:01 01:00:00,2022:11:08 01:00:00,Orange,2,1.5,Ethiopia
1101659,Flood in Nigeria,FL,4.7629786,6.028898,2022:09:10 01:00:00,2022:10:26 01:00:00,Red,3,2.5,Nigeria
1101664,"Flood in China, Taiwan",FL,31.2322758,121.4692071,2022:09:14 01:00:00,2022:09:16 01:00:00,Red,3,2.5,"China, Taiwan"
1101620,Flood in Nigeria,FL,8.7281693,5.7576249,2022:08:27 01:00:00,2022:09:03 01:00:00,Orange,2,1.5,Nigeria
1101733,Flood in Ethiopia,FL,8.2503656,34.5877344,2022:08:01 01:00:00,2022:11:08 01:00:00,Orange,2,1.5,Ethiopia
1101710,Flood in Philippines,FL,12.7503486,122.7312101,2022:10:17 01:00:00,2022:10:29 01:00:00,Orange,2,1.5,Philippines
1101720,Flood in Bangladesh,FL,24.4769288,90.2934413,2022:10:24 01:00:00,2022:10:29 01:00:00,Orange,2,1.5,Bangladesh
1101659,Flood in Nigeria,FL,4.7629786,6.028898,2022:09:10 01:00:00,2022:10:26 01:00:00,Red,3,2.5,Nigeria
1101733,Flood in Ethiopia,FL,8.2503656,34.5877344,2022:08:01 01:00:00,2022:11:08 01:00:00,Orange,2,1.5,Ethiopia
4216,Earthquake in Afghanistan,EQ,36.2,70.4,2000:01:19 00:00:00,2000:01:19 00:00:00,Red,3,3,Afghanistan
1340695,Earthquake in Indonesia,EQ,-1.105,123.573,2000:05:04 04:21:00,2000:05:04 04:21:00,Orange,2,1.5,Indonesia
1340697,Earthquake in South Indian Ocean,EQ,-13.802,97.453,2000:06:18 14:44:00,2000:06:18 14:44:00,Orange,2,1.05,South Indian Ocean
1340701,Earthquake in Papua New Guinea,EQ,-4.001,152.327,2000:11:16 04:54:00,2000:11:16 04:54:00,Red,3,3.425,Papua New Guinea
4228,Earthquake in Turkmenistan,EQ,39.7,54.9,2000:12:06 00:00:00,2000:12:06 00:00:00,Orange,2,2,Turkmenistan
4215,Earthquake in India,EQ,23.4,70.3,2001:01:26 00:00:00,2001:01:26 00:00:00,Red,3,3.402767761,India
1340702,Earthquake in El Salvador,EQ,13.049,-88.66,2001:01:13 17:33:00,2001:01:13 17:33:00,Red,3,2.5,El Salvador
4227,Earthquake in Afghanistan,EQ,36.4,70.9,2001:02:25 00:00:00,2001:02:25 00:00:00,Red,3,3,Afghanistan
1340703,Earthquake in Peru,EQ,-16.265,-73.641,2001:06:23 20:33:00,2001:06:23 20:33:00,Orange,2,1.865,Peru
1340706,Earthquake in Vanuatu Islands,EQ,-17.6,167.856,2002:01:02 17:22:00,2002:01:02 17:22:00,Orange,2,1.5,Vanuatu Islands
4222,Earthquake in Afghanistan,EQ,36.011,69.371,2002:03:25 00:00:00,2002:03:25 00:00:00,Red,3,3,Afghanistan
1340707,Earthquake in Philippines,EQ,6.033,124.249,2002:03:05 21:16:00,2002:03:05 21:16:00,Red,3,2.5,Philippines
4223,Earthquake in Tajikistan,EQ,38.543,70.424,2002:03:03 00:00:00,2002:03:03 00:00:00,Red,3,3,Tajikistan
4221,Earthquake in Afghanistan,EQ,35.88,69.25,2002:04:12 00:00:00,2002:04:12 00:00:00,Orange,2,2,Afghanistan
4220,Earthquake in Iran,EQ,35.67,48.93,2002:06:22 00:00:00,2002:06:22 00:00:00,Red,3,3,Iran
215,Earthquake in Argentina,EQ,-23.37,-66.14,2002:08:30 21:57:00,2002:08:30 21:57:00,Orange,2,1.5,Argentina
197,Earthquake in Mexico,EQ,16.32,-97.2,2002:08:27 17:08:00,2002:08:27 17:08:00,Orange,2,1.5,Mexico
190,Earthquake in Indonesia,EQ,-6.7,105.62,2002:08:26 14:55:00,2002:08:26 14:55:00,Orange,2,1.5,Indonesia
164,Earthquake in Indonesia,EQ,-2.47,137,2002:08:24 20:21:00,2002:08:24 20:21:00,Orange,2,1.5,Indonesia
176,Earthquake in Indonesia,EQ,-1.83,133.31,2002:08:23 01:53:00,2002:08:23 01:53:00,Orange,2,1.5,Indonesia
129,Earthquake in Papua New Guinea,EQ,-5.59,149.81,2002:08:18 02:41:00,2002:08:18 02:41:00,Orange,2,1.5,Papua New Guinea
119,Earthquake in Indonesia,EQ,-1.26,121.34,2002:08:15 06:03:00,2002:08:15 06:03:00,Orange,2,1.5,Indonesia
118,Earthquake in Indonesia,EQ,-1.21,121.31,2002:08:15 05:30:00,2002:08:15 05:30:00,Orange,2,1.5,Indonesia
76,Earthquake in Indonesia,EQ,1.61,127.56,2002:08:08 04:13:00,2002:08:08 04:13:00,Orange,2,1.5,Indonesia
59,Earthquake in India,EQ,8.31,93.41,2002:08:06 06:05:00,2002:08:06 06:05:00,Orange,2,1.5,India
53,Earthquake in Mexico,EQ,16.03,-95.64,2002:08:05 01:25:00,2002:08:05 01:25:00,Orange,2,1.5,Mexico
27,Earthquake in Panama,EQ,8.25,-82.93,2002:08:03 02:39:00,2002:08:03 02:39:00,Orange,2,1.5,Panama
396,Earthquake in Afghanistan,EQ,36.34,70.7,2002:10:01 02:51:00,2002:10:01 02:51:00,Orange,2,1.5,Afghanistan
391,Earthquake in ,EQ,36.2,70.1,2002:09:29 17:02:00,2002:09:29 17:02:00,Orange,2,2,
390,Earthquake in ,EQ,9.21,-84.09,2002:09:29 13:25:00,2002:09:29 13:25:00,Orange,2,2,
388,Earthquake in ,EQ,-6.27,146.38,2002:09:29 03:34:00,2002:09:29 03:34:00,Orange,2,2,
381,Earthquake in ,EQ,17.26,-100.29,2002:09:27 07:04:00,2002:09:27 07:04:00,Orange,2,2,
374,Earthquake in ,EQ,32.09,49.23,2002:09:25 22:28:00,2002:09:25 22:28:00,Orange,2,2,
373,Earthquake in ,EQ,16.97,-99.85,2002:09:25 18:14:00,2002:09:25 18:14:00,Orange,2,2,
361,Earthquake in Argentina,EQ,-31.41,-68.94,2002:09:24 03:57:00,2002:09:24 03:57:00,Red,3,-0.20450737,Argentina
347,Earthquake in ,EQ,-1.56,133.93,2002:09:20 13:33:00,2002:09:20 13:33:00,Orange,2,2,
334,Earthquake in ,EQ,13.24,93.16,2002:09:18 12:01:00,2002:09:18 12:01:00,Orange,2,2,
325,Earthquake in ,EQ,-3.25,142.79,2002:09:17 11:20:00,2002:09:17 11:20:00,Orange,2,2,
309,Earthquake in ,EQ,13.16,93.15,2002:09:14 19:58:00,2002:09:14 19:58:00,Orange,2,2,
307,Earthquake in ,EQ,13.09,93.11,2002:09:13 22:28:00,2002:09:13 22:28:00,Red,3,0.317838848,
305,Earthquake in ,EQ,-4.88,-80.56,2002:09:13 10:23:00,2002:09:13 10:23:00,Orange,2,2,
276,Earthquake in ,EQ,-3.21,143.43,2002:09:09 03:17:00,2002:09:09 03:17:00,Orange,2,2,
275,Earthquake in ,EQ,-3.14,143.21,2002:09:09 03:13:00,2002:09:09 03:13:00,Orange,2,2,
271,Earthquake in ,EQ,-3.4,143.3,2002:09:08 22:07:00,2002:09:08 22:07:00,Orange,2,2,
270,Earthquake in ,EQ,-3.36,143.68,2002:09:08 21:05:00,2002:09:08 21:05:00,Orange,2,2,
266,Earthquake in Papua New Guinea,EQ,-3.23,142.87,2002:09:08 18:44:00,2002:09:08 18:44:00,Red,3,3,Papua New Guinea
233,Earthquake in Afghanistan,EQ,36.44,70.74,2002:09:03 17:26:00,2002:09:03 17:26:00,Orange,2,1.5,Afghanistan
246,Earthquake in Philippines,EQ,13.56,120.58,2002:09:03 14:23:00,2002:09:03 14:23:00,Orange,2,1.609964423,Philippines
227,"Earthquake in Iran, Islamic Republic of",EQ,35.62,48.87,2002:09:02 01:00:00,2002:09:02 01:00:00,Orange,2,1.5,"Iran, Islamic Republic of"
576,Earthquake in India,EQ,34.21,77.2,2002:11:01 22:09:00,2002:11:01 22:09:00,Orange,2,1.5,India
574,Earthquake in Italy,EQ,41.72,14.96,2002:11:01 15:09:00,2002:11:01 15:09:00,Orange,2,1.5,Italy
571,Earthquake in Kyrgyzstan,EQ,39.92,72.24,2002:11:01 02:29:00,2002:11:01 02:29:00,Orange,2,1.5,Kyrgyzstan
525,"Earthquake in Congo, The Democratic Republic of the",EQ,-1.86,29.02,2002:10:24 06:08:00,2002:10:24 06:08:00,Red,3,2.5,"Congo, The Democratic Republic of the"
511,Earthquake in Indonesia,EQ,-7.36,107.32,2002:10:21 12:15:00,2002:10:21 12:15:00,Orange,2,1.5,Indonesia
502,Earthquake in Turkmenistan,EQ,38.38,54.7,2002:10:19 15:57:00,2002:10:19 15:57:00,Orange,2,1.5,Turkmenistan
494,Earthquake in Indonesia,EQ,-3.59,140.11,2002:10:17 17:52:00,2002:10:17 17:52:00,Red,3,2.5,Indonesia
492,Earthquake in India,EQ,13.25,93.02,2002:10:17 05:22:00,2002:10:17 05:22:00,Orange,2,1.5,India
466,Earthquake in Indonesia,EQ,-1.42,134.1,2002:10:10 21:19:00,2002:10:10 21:19:00,Orange,2,1.5,Indonesia
464,Earthquake in Philippines,EQ,7.27,126.61,2002:10:10 13:52:00,2002:10:10 13:52:00,Orange,2,1.5,Philippines
463,Earthquake in Indonesia,EQ,-3.14,131.9,2002:10:10 12:28:00,2002:10:10 12:28:00,Red,3,2.5,Indonesia
460,Earthquake in Indonesia,EQ,-1.57,134.5,2002:10:10 10:50:00,2002:10:10 10:50:00,Red,3,2.5,Indonesia
445,Earthquake in New Caledonia,EQ,-19.51,167.7,2002:10:07 19:00:00,2002:10:07 19:00:00,Orange,2,1.5,New Caledonia
436,Earthquake in Indonesia,EQ,-8.24,118.37,2002:10:06 15:46:00,2002:10:06 15:46:00,Red,3,2.5,Indonesia
429,Earthquake in Venezuela,EQ,10.31,-62.66,2002:10:04 15:43:00,2002:10:04 15:43:00,Orange,2,1.5,Venezuela
396,Earthquake in Afghanistan,EQ,36.34,70.7,2002:10:01 02:51:00,2002:10:01 02:51:00,Orange,2,1.5,Afghanistan
4210,Earthquake in Pakistan,EQ,35.407,74.549,2002:11:21 00:00:00,2002:11:21 00:00:00,Orange,2,1.121058803,Pakistan
687,Earthquake in Pakistan,EQ,35.71,74.9,2002:11:20 21:32:00,2002:11:20 21:32:00,Orange,2,1.20342554,Pakistan
644,Earthquake in Indonesia,EQ,-8.78,119.07,2002:11:11 07:30:00,2002:11:11 07:30:00,Orange,2,1.5,Indonesia
637,Earthquake in Indonesia,EQ,2.28,128.48,2002:11:09 19:56:00,2002:11:09 19:56:00,Orange,2,1.5,Indonesia
