,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,22.68,25.2,25.48,27.05,27.6,26.04,26.6,25.3,27.25,35.1,32.4,:
Bulgaria,:,:,:,:,:,:,:,:,:,:,3.16,2.9,1.2,4.2,2.92,2.78,3.89,2.24,3.2,6.72,3.67,4.52,4.46,5.74,:
Czechia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,:,:,:,:,:,:,:,:,:,:,2.16,2.33,5.24,7.52,8.42,7.5,9.38,12.29,14.66,13.96,15.96,17.78,16.95,16.16,:
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,65.36,61.99,60.17,59.54,59.22,50.59,74.59,77.74,75.54,88.83,88.96,79.46,96.19,93.19,93.82,88.45,77.44,95.06,96.8,103.02,112.66,107.65,98.8,126.76,:
Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,898.29,942.9,1003.35,1023.68,1137.71,1242.35,1294.25,1297.76,1044.57,:
France,:,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,0,0,0,0,0,0,0,0,0
Croatia,:,0,0,0,0,0,0,0,0.96,1.49,2.4,4.4,2.82,2.91,5.56,2.89,4.06,4.32,2.6,3.41,4.21,1.78,2.07,2.24,:
Italy,:,:,:,:,:,:,:,:,:,:,65.37,78.67,100.31,100.99,94.51,96.63,97.47,76.88,76.34,75.32,77.19,69.75,67.89,63.81,:
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,:,:,:,:,:,:,:,:,:,:,:,365,345,325,340,345,365,370,355,415,430,440,435,420,:
Austria,:,:,:,:,:,:,:,:,:,:,13.76,14.91,15.97,17.16,17.28,14.53,13.29,14.67,14.98,14.15,14.26,14.46,12.16,12.82,:
Poland,:,:,:,:,:,:,:,:,:,:,66.94,:,:,:,107.5,129.5,125.6,129.58,137.33,136.7,135.1,333.4,346.1,258.7,:
Portugal,:,:,:,:,:,:,:,:,:,:,:,2.51,3.51,2.98,3.53,3,1.97,2.83,2.66,3.13,2.74,3.88,3.75,3.09,:
Romania,0.94,0.28,0.24,0.39,1.24,0.38,4.32,2.42,2.68,2.09,3.54,7.4,5.08,7.06,12.88,14.36,14.88,16.67,19.03,14.75,14.71,14.63,14.41,16.13,:
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.16,0.13,0.5,0.68,0.41,0.27,0.21,0.41,0.44,0.37,:
Finland,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.61,0.52,0.49,0.64,1.02,1.06,0.49,1.19,1.14,1.34,1.61,:
Sweden,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.04,:
Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.19,0.2,0,0.2,0.02,0.2,0.02,:,:
Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,0,:,0
Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.95,0.95,:,:,:,:,:,:,:,:,:
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,23.1,23,20.6,20.6,20.2,:,:,:,:,:
Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,5.14,0.68,7.54,9.04,:,8,12.25,4.13,:
Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.5,0.66,0.62,0.63,0.63,0.78,0.77,0.81,:,:
North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Albania,:,:,:,:,:,:,:,:,3.2,2.3,4.4,4.8,4.9,:,10.36,16.8,16.8,19.9,22.4,25.1,39.6,39.33,36.24,44.3,:
Serbia,:,:,:,:,:,:,:,0,0,0,0,0,0,0,0,0,37.2,42.5,38.2,50.1,50.4,58.68,71.31,66.9,:
Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,542,579,636,689,681,588,1021,952,:,:
Kosovo*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:,:,:,:,:,:,:,:,:,:
